iter	Passed	Remaining
400	20334	81082
401	20379	81011
402	20428	80952
403	20476	80891
404	20523	80827
405	20575	80781
406	20629	80745
407	20681	80699
408	20733	80654
409	20779	80583
410	20821	80498
411	20877	80469
412	20925	80408
413	20971	80341
414	21020	80282
415	21067	80216
416	21115	80156
417	21168	80117
418	21222	80079
419	21277	80045
420	21330	80001
421	21381	79952
422	21437	79921
423	21492	79885
424	21542	79832
425	21587	79763
426	21642	79727
427	21683	79642
428	21723	79552
429	21779	79519
430	21830	79470
431	21882	79425
432	21936	79388
433	21990	79348
434	22043	79307
435	22092	79250
436	22147	79213
437	22200	79171
438	22251	79121
439	22303	79075
440	22354	79026
441	22403	78970
442	22460	78941
443	22510	78888
444	22564	78847
445	22617	78805
446	22659	78726
447	22708	78669
448	22761	78626
449	22814	78584
450	22862	78521
451	22912	78470
452	22964	78422
453	23018	78384
454	23073	78346
455	23121	78290
456	23175	78248
457	23220	78178
458	23272	78133
459	23323	78083
460	23377	78044
461	23432	78005
462	23480	77947
463	23533	77903
464	23585	77857
465	23639	77819
466	23684	77746
467	23728	77676
468	23774	77609
469	23828	77569
470	23877	77511
471	23922	77445
472	23973	77393
473	24022	77339
474	24077	77302
475	24130	77258
476	24181	77209
477	24232	77157
478	24285	77116
479	24327	77035
480	24376	76979
481	24432	76947
482	24481	76892
483	24534	76847
484	24587	76802
485	24632	76736
486	24683	76686
487	24733	76634
488	24788	76596
489	24843	76559
490	24891	76499
491	24941	76446
492	24994	76404
493	25041	76340
494	25093	76293
495	25142	76237
496	25190	76180
497	25240	76125
498	25293	76083
499	25340	76022
500	25393	75977
501	25446	75934
502	25501	75896
503	25556	75859
504	25617	75839
505	25678	75818
506	25727	75761
507	25785	75733
508	25840	75693
509	25889	75637
510	25940	75587
511	26007	75583
512	26063	75549
513	26119	75511
514	26173	75472
515	26231	75441
516	26296	75430
517	26349	75385
518	26403	75344
519	26462	75316
520	26522	75292
521	26576	75249
522	26632	75213
523	26686	75169
524	26738	75123
525	26787	75066
526	26841	75023
527	26891	74970
528	26947	74934
529	26996	74876
530	27050	74834
531	27107	74799
532	27161	74759
533	27211	74704
534	27265	74661
535	27319	74619
536	27378	74588
537	27434	74553
538	27489	74512
539	27531	74435
540	27587	74400
541	27636	74343
542	27691	74302
543	27742	74251
544	27803	74226
545	27856	74182
546	27914	74149
547	27968	74106
548	28019	74055
549	28082	74036
550	28138	73997
551	28200	73975
552	28249	73918
553	28294	73851
554	28348	73808
555	28404	73770
556	28462	73737
557	28513	73685
558	28566	73639
559	28610	73568
560	28663	73522
561	28717	73479
562	28766	73423
563	28815	73366
564	28871	73329
565	28929	73293
566	28981	73246
567	29040	73215
568	29096	73176
569	29155	73144
570	29209	73100
571	29267	73065
572	29322	73023
573	29378	72986
574	29430	72936
575	29487	72899
576	29538	72847
577	29590	72799
578	29641	72745
579	29690	72690
580	29745	72649
581	29799	72604
582	29849	72548
583	29898	72493
584	29947	72437
585	29994	72375
586	30046	72327
587	30098	72278
588	30145	72216
589	30197	72167
590	30253	72127
591	30313	72097
592	30363	72042
593	30419	72004
594	30473	71958
595	30530	71920
596	30578	71862
597	30636	71826
598	30691	71783
599	30742	71732
600	30792	71678
601	30837	71611
602	30885	71553
603	30939	71508
604	30991	71460
605	31040	71403
606	31094	71357
607	31138	71289
608	31193	71248
609	31242	71190
610	31295	71145
611	31344	71088
612	31391	71028
613	31447	70986
614	31497	70934
615	31549	70883
616	31603	70838
617	31656	70790
618	31708	70742
619	31764	70700
620	31811	70639
621	31864	70594
622	31915	70541
623	31967	70491
624	32026	70457
625	32080	70413
626	32134	70368
627	32183	70311
628	32235	70262
629	32290	70219
630	32340	70165
631	32394	70119
632	32443	70063
633	32494	70012
634	32545	69960
635	32591	69897
636	32645	69852
637	32697	69802
638	32743	69739
639	32795	69689
640	32844	69634
641	32896	69585
642	32952	69543
643	33001	69488
644	33054	69440
645	33103	69383
646	33157	69337
647	33201	69271
648	33258	69233
649	33313	69190
650	33365	69139
651	33415	69085
652	33465	69031
653	33517	68982
654	33565	68923
655	33619	68878
656	33672	68830
657	33723	68778
658	33775	68729
659	33834	68693
660	33879	68630
661	33923	68564
662	33976	68516
663	34029	68468
664	34084	68424
665	34134	68371
666	34189	68327
667	34244	68283
668	34298	68238
669	34351	68189
670	34405	68144
671	34457	68094
672	34513	68051
673	34563	67999
674	34605	67929
675	34662	67889
676	34711	67833
677	34761	67779
678	34813	67730
679	34870	67689
680	34915	67625
681	34966	67573
682	35019	67527
683	35071	67476
684	35125	67430
685	35183	67392
686	35242	67355
687	35303	67323
688	35364	67289
689	35419	67246
690	35475	67203
691	35527	67152
692	35572	67090
693	35614	67021
694	35664	66966
695	35716	66916
696	35773	66875
697	35823	66822
698	35875	66773
699	35922	66713
700	35972	66660
701	36025	66610
702	36081	66568
703	36137	66525
704	36195	66486
705	36246	66434
706	36305	66397
707	36363	66358
708	36415	66307
709	36465	66254
710	36518	66204
711	36570	66154
712	36621	66102
713	36671	66049
714	36726	66004
715	36775	65949
716	36830	65903
717	36881	65852
718	36938	65811
719	36993	65766
720	37043	65712
721	37094	65660
722	37149	65615
723	37206	65574
724	37259	65525
725	37311	65474
726	37361	65421
727	37411	65367
728	37458	65308
729	37509	65255
730	37564	65211
731	37621	65170
732	37680	65131
733	37735	65085
734	37791	65042
735	37845	64994
736	37901	64951
737	37952	64899
738	38004	64850
739	38059	64803
740	38110	64751
741	38158	64694
742	38208	64640
743	38257	64584
744	38310	64537
745	38361	64483
746	38410	64429
747	38464	64381
748	38518	64333
749	38568	64280
750	38620	64229
751	38672	64179
752	38732	64143
753	38784	64092
754	38836	64041
755	38885	63986
756	38940	63940
757	38982	63873
758	39033	63821
759	39086	63772
760	39134	63715
761	39187	63666
762	39237	63612
763	39286	63557
764	39339	63508
765	39392	63460
766	39443	63408
767	39493	63354
768	39547	63306
769	39596	63251
770	39649	63202
771	39697	63145
772	39750	63096
773	39813	63063
774	39876	63031
775	39941	63001
776	40001	62961
777	40063	62928
778	40121	62885
779	40176	62840
780	40228	62789
781	40283	62743
782	40349	62714
783	40415	62684
784	40482	62657
785	40540	62616
786	40596	62571
787	40655	62530
788	40720	62500
789	40780	62460
790	40836	62416
791	40895	62375
792	40956	62338
793	41016	62299
794	41069	62249
795	41127	62207
796	41180	62158
797	41240	62118
798	41300	62080
799	41354	62031
800	41402	61974
801	41454	61922
802	41511	61880
803	41564	61830
804	41615	61777
805	41667	61726
806	41718	61672
807	41769	61620
808	41826	61576
809	41885	61535
810	41938	61485
811	41999	61448
812	42050	61394
813	42107	61350
814	42163	61305
815	42216	61254
816	42269	61206
817	42318	61149
818	42369	61096
819	42423	61047
820	42476	60997
821	42524	60941
822	42581	60897
823	42643	60859
824	42700	60815
825	42754	60767
826	42809	60720
827	42863	60671
828	42916	60621
829	42966	60566
830	43013	60509
831	43072	60466
832	43118	60406
833	43177	60366
834	43228	60312
835	43287	60270
836	43338	60218
837	43397	60176
838	43453	60129
839	43502	60074
840	43551	60019
841	43600	59963
842	43659	59921
843	43710	59868
844	43760	59814
845	43814	59766
846	43861	59707
847	43915	59659
848	43970	59611
849	44023	59561
850	44077	59512
851	44138	59472
852	44201	59436
853	44259	59392
854	44317	59348
855	44368	59296
856	44422	59247
857	44473	59194
858	44525	59142
859	44581	59096
860	44634	59046
861	44688	58996
862	44738	58942
863	44790	58891
864	44852	58852
865	44915	58815
866	44977	58776
867	45036	58734
868	45098	58695
869	45153	58647
870	45209	58601
871	45263	58551
872	45318	58503
873	45369	58451
874	45423	58401
875	45475	58349
876	45528	58299
877	45577	58243
878	45633	58197
879	45689	58150
880	45740	58097
881	45779	58029
882	45829	57974
883	45880	57920
884	45931	57868
885	45985	57819
886	46040	57770
887	46090	57716
888	46145	57668
889	46201	57621
890	46250	57567
891	46304	57517
892	46357	57466
893	46411	57417
894	46459	57360
895	46510	57307
