iter	Logloss
115	0.2791588852
116	0.2790025112
117	0.2788569878
118	0.2786945995
119	0.2785411706
120	0.278374442
121	0.2782371962
122	0.278093378
123	0.2779488777
124	0.277812965
125	0.2776593502
126	0.2775257626
127	0.2773914311
128	0.2772704303
129	0.277155475
130	0.2770360863
131	0.2769360429
132	0.2768225446
133	0.2767072483
134	0.2765993614
135	0.2764964348
136	0.2763961744
137	0.2762917287
138	0.2761957465
139	0.2761006634
140	0.2760044953
141	0.2759016617
142	0.2758163132
143	0.2757330109
144	0.2756391059
145	0.2755397135
146	0.2754589844
147	0.2753731089
148	0.2752925967
149	0.2752245164
150	0.2751430122
151	0.2750710875
152	0.2750019841
153	0.2749342758
154	0.2748676525
155	0.2747892175
156	0.2747227803
157	0.2746524368
158	0.2745815972
159	0.2745132999
160	0.2744432974
161	0.2743825335
162	0.2743174913
163	0.2742592386
164	0.2741954675
165	0.2741353547
166	0.2740813492
167	0.2740173301
168	0.2739635417
169	0.273906219
170	0.2738539187
171	0.2737950149
172	0.2737389013
173	0.2736914993
174	0.2736396949
175	0.2735838604
176	0.2735321181
177	0.273484499
178	0.2734348958
179	0.2733840526
180	0.2733384487
181	0.2732933718
182	0.2732508991
183	0.2732056982
184	0.2731604973
185	0.2731150174
186	0.2730706845
187	0.273031281
188	0.2729751364
189	0.2729257502
190	0.2728824405
191	0.2728401848
192	0.2727998512
193	0.2727615017
194	0.2727241443
195	0.2726859809
196	0.2726513207
197	0.2726156064
198	0.2725789311
199	0.2725433718
200	0.2725057354
201	0.2724698041
202	0.272437438
203	0.2724009487
204	0.2723675905
205	0.2723341394
206	0.2723045015
207	0.2722738715
208	0.2722420325
209	0.2722051711
210	0.2721616753
211	0.2721309214
212	0.2721015625
213	0.2720731027
214	0.2720372644
215	0.2720065724
216	0.271969246
217	0.2719401662
218	0.2719113343
219	0.2718825645
220	0.2718506634
221	0.2718210255
222	0.2717926587
223	0.2717639819
224	0.2717323289
225	0.2717008309
226	0.2716756572
227	0.2716516927
228	0.271625713
229	0.271592975
230	0.2715691654
231	0.271546348
232	0.2715187562
233	0.2714956907
234	0.2714648748
235	0.2714387711
236	0.2714136595
237	0.271390098
238	0.2713690166
239	0.2713469432
240	0.271327629
241	0.27128125
242	0.2712605717
243	0.2712215402
244	0.2711978237
245	0.2711735801
246	0.2711538628
247	0.2711332775
248	0.2711119792
249	0.271094153
250	0.2710682044
251	0.2710505642
252	0.2710300719
253	0.2710081535
254	0.270984065
255	0.2709574343
256	0.2709090402
257	0.2708883309
258	0.2708683966
259	0.2708458581
260	0.2708261719
261	0.2708051215
262	0.2707854353
263	0.2707672371
264	0.270749349
265	0.2707319568
266	0.2707149678
267	0.2706949405
268	0.2706707279
269	0.2706545139
270	0.2706370598
271	0.2706207527
272	0.2706049107
273	0.2705874256
274	0.2705736297
275	0.2705409536
276	0.2705206783
277	0.270499535
278	0.2704763455
279	0.2704540551
280	0.2704347718
281	0.2704207279
282	0.2703863467
283	0.2703726749
284	0.2703570188
285	0.270344494
286	0.2703230097
287	0.2703065166
288	0.2702908916
289	0.2702772507
290	0.2702615327
291	0.2702464658
292	0.2702304998
293	0.2702154948
294	0.2702007999
295	0.270187531
296	0.2701729911
297	0.2701605283
298	0.2701488715
299	0.2700977183
300	0.2700842634
301	0.2700735987
302	0.2700595858
303	0.2700221974
304	0.2699979849
305	0.2699861421
306	0.2699671379
307	0.2699516679
308	0.2699318886
309	0.2699193638
310	0.2699084821
311	0.2698956473
312	0.2698770771
313	0.2698654824
314	0.2698532056
315	0.2698195995
316	0.2698071367
317	0.269796844
318	0.2697853733
319	0.2697731275
320	0.2697613467
321	0.2697508991
322	0.2697401414
323	0.2697227493
324	0.2697119296
325	0.2697021949
326	0.2696916853
327	0.2696801215
328	0.2696579241
329	0.2696451203
330	0.2696358507
331	0.269625682
332	0.2696110181
333	0.2695965712
334	0.2695845424
335	0.2695714596
336	0.269562965
337	0.2695531684
338	0.2695441158
339	0.2695333271
340	0.2695041233
341	0.2694919395
342	0.2694707961
343	0.2694604725
344	0.2694392051
345	0.2694290055
346	0.2694189918
347	0.2694100942
348	0.2693996466
349	0.269390377
350	0.2693798983
351	0.2693697297
352	0.26935953
353	0.2693353795
354	0.2693263579
355	0.2693169953
356	0.2693080977
357	0.2692990761
358	0.2692916047
359	0.269281033
360	0.2692731895
361	0.2692611607
362	0.2692515811
363	0.2692450087
364	0.2692353981
365	0.2692230903
366	0.2692151228
367	0.2692051401
368	0.2691951885
369	0.26918812
370	0.2691796255
371	0.2691681548
372	0.2691601873
373	0.2691472594
374	0.269140036
375	0.2691322235
376	0.269093719
377	0.2690755518
378	0.2690654142
379	0.2690558966
380	0.2690423797
381	0.269030878
382	0.2690209263
383	0.2690126488
384	0.2690057974
385	0.2689966208
386	0.2689754464
387	0.2689662388
388	0.2689577133
389	0.2689471726
390	0.2689400732
391	0.2689296255
392	0.2689017547
393	0.2688920201
394	0.2688834325
395	0.2688708147
396	0.2688556238
397	0.2688493614
398	0.2688400608
399	0.2688323413
400	0.2688259859
401	0.2688135541
402	0.2688067956
403	0.2687989211
404	0.2687915737
405	0.2687834201
406	0.2687712674
407	0.2687633929
408	0.2687561694
409	0.2687472408
410	0.2687407304
411	0.268734282
412	0.2687250434
413	0.2687161458
414	0.2687063802
415	0.2686896081
416	0.2686835317
417	0.2686768663
418	0.2686613343
419	0.2686553819
420	0.2686470424
421	0.2686307044
422	0.2686227369
423	0.2686138393
424	0.2686102121
425	0.2686041357
426	0.2685971912
427	0.2685860925
428	0.2685804501
429	0.2685740017
430	0.2685676153
431	0.2685599268
432	0.2685516183
433	0.2685438368
434	0.2685394655
435	0.2685325211
436	0.2685259177
437	0.268516369
438	0.2685095176
439	0.2685022011
440	0.2684956287
441	0.2684879092
442	0.2684820499
443	0.2684738343
444	0.2684636347
445	0.2684562562
446	0.2684508929
447	0.2684356089
448	0.2684296875
449	0.2684241691
450	0.2684187128
451	0.2684121404
452	0.2684051649
453	0.2683991505
454	0.268390098
455	0.2683843006
456	0.2683798053
457	0.2683738529
458	0.2683701637
459	0.2683633743
460	0.2683552827
461	0.2683480903
462	0.2683424789
463	0.2683377046
464	0.2683245908
465	0.2683193204
466	0.2683141431
467	0.2683034784
468	0.2682956969
469	0.2682884115
470	0.2682743366
471	0.2682669581
472	0.2682622148
473	0.2682547743
474	0.2682394283
475	0.2682321739
476	0.2682256634
477	0.2682220052
478	0.2682140997
479	0.2682086744
480	0.268203714
481	0.2681973896
482	0.2681897011
483	0.2681844308
484	0.2681809586
485	0.2681731151
486	0.2681677517
487	0.2681478795
488	0.2681414621
489	0.2681359127
490	0.2681197297
491	0.2681164125
492	0.268109189
493	0.2681051587
494	0.2681011905
495	0.2680837364
496	0.2680798301
497	0.2680748388
498	0.2680547185
499	0.2680492312
500	0.2680433718
501	0.2680382564
502	0.2680321801
503	0.2680254216
504	0.2680170511
505	0.2680101376
506	0.2680031312
507	0.2679879092
508	0.2679834759
509	0.2679794457
510	0.2679747024
511	0.2679644717
512	0.2679593254
513	0.267953621
514	0.2679439794
515	0.267938244
516	0.2679325707
517	0.2679256572
518	0.2679193328
519	0.2679130394
520	0.2678926711
521	0.2678877728
522	0.2678816344
523	0.2678765191
524	0.2678696987
525	0.2678671565
526	0.2678608631
527	0.2678571739
528	0.267843316
529	0.2678374256
530	0.2678299231
531	0.2678261719
532	0.2678213976
533	0.2678166853
534	0.2678116319
535	0.2678084387
536	0.2678023934
537	0.267796968
538	0.2677920077
539	0.2677847222
540	0.2677791729
541	0.2677747706
542	0.2677698103
543	0.2677576575
544	0.2677539683
545	0.2677491009
546	0.2677428075
547	0.2677397693
548	0.267734592
549	0.2677281126
550	0.2677238343
551	0.267718781
552	0.2677138517
553	0.2677067522
554	0.2677016989
555	0.2676959015
556	0.2676903522
557	0.267687035
558	0.2676814856
559	0.2676759983
560	0.2676613963
561	0.2676554129
562	0.2676443142
563	0.2676388889
564	0.2676335565
565	0.2676276972
566	0.2676170945
567	0.2676125062
568	0.2676067088
569	0.2676022445
570	0.2675981523
571	0.2675905258
572	0.2675868366
573	0.2675834573
574	0.2675656002
575	0.2675612599
576	0.2675511223
577	0.2675423177
578	0.2675362103
579	0.2675303199
580	0.2675241505
581	0.2675195002
582	0.2675171751
583	0.2675122458
584	0.2674929936
585	0.2674880952
586	0.2674822049
587	0.2674779266
588	0.2674722532
589	0.267468688
590	0.2674618986
591	0.2674551091
592	0.2674510479
593	0.2674458705
594	0.2674418713
595	0.267437655
596	0.2674328187
597	0.2674280444
598	0.2674205729
599	0.2674175347
600	0.2674125124
601	0.2674018477
602	0.2673976625
603	0.2673935702
604	0.267390129
605	0.2673838046
606	0.2673790613
607	0.2673769531
608	0.2673737289
609	0.2673643043
610	0.267360088
611	0.2673562438
612	0.2673523375
613	0.2673469122
614	0.2673418589
615	0.2673378906
616	0.2673341394
617	0.267327443
618	0.2673228857
619	0.2673178943
620	0.267312934
621	0.2673099268
622	0.2673061136
623	0.2673023003
624	0.267296999
625	0.2672822421
626	0.2672799789
627	0.2672783048
628	0.2672748016
629	0.2672640749
630	0.2672604477
631	0.2672561074
632	0.2672517981
633	0.2672423115
634	0.2672389633
635	0.267234778
636	0.2672302207
637	0.2672249194
638	0.2672200521
639	0.2672158978
640	0.2672101314
641	0.2672048921
642	0.2672014199
643	0.2671970796
644	0.2671925843
645	0.2671883371
646	0.2671802455
647	0.2671757813
648	0.2671711
649	0.2671691778
650	0.2671621094
651	0.267156653
652	0.2671524678
653	0.2671510107
654	0.2671471974
655	0.2671440042
656	0.2671395399
657	0.2671357267
658	0.2671324095
659	0.2671292473
660	0.267124969
661	0.2671217758
662	0.2671172495
663	0.2671125062
664	0.2671075149
665	0.2671045387
666	0.2670993924
667	0.267093285
668	0.2670895027
669	0.2670840774
670	0.2670798921
671	0.2670771019
672	0.2670724826
673	0.2670583767
674	0.2670543465
675	0.2670510603
676	0.267046844
677	0.2670433098
678	0.2670386595
679	0.2670359623
680	0.2670322111
681	0.2670268167
682	0.2670238405
683	0.2670199963
684	0.2670124008
685	0.2670085875
686	0.2670035652
687	0.2669985119
688	0.2669824839
689	0.2669788876
690	0.2669745784
691	0.2669728113
692	0.2669709201
693	0.266968812
694	0.2669645957
695	0.2669614335
696	0.2669567522
697	0.26695266
698	0.2669462426
699	0.2669388641
700	0.2669353609
701	0.2669306486
702	0.2669246652
703	0.2669209449
704	0.2669166357
705	0.2669126364
706	0.2669084821
707	0.2669043899
708	0.2669002976
709	0.2668951513
710	0.2668922371
711	0.2668885169
712	0.2668838976
713	0.2668776352
714	0.2668763331
715	0.266874907
716	0.2668651104
717	0.2668618552
718	0.2668570188
719	0.2668523996
720	0.2668479043
721	0.2668407118
722	0.2668374876
723	0.2668351314
724	0.2668309772
725	0.2668262339
726	0.2668222656
727	0.2668192274
728	0.2668145771
729	0.2668101749
730	0.2668075397
731	0.2668033854
732	0.2667979601
733	0.2667942398
734	0.2667886595
735	0.2667843192
736	0.266781653
737	0.2667695933
738	0.2667638889
739	0.2667612537
740	0.2667570995
741	0.2667538132
742	0.266750403
743	0.2667473028
744	0.2667459387
745	0.2667428075
746	0.2667402344
747	0.2667356771
748	0.2667313058
749	0.2667293217
750	0.2667258805
751	0.2667214782
752	0.2667169519
753	0.2667144097
754	0.2667118056
755	0.2667006138
756	0.2666981957
757	0.2666932354
758	0.2666895771
759	0.2666857329
760	0.2666812996
761	0.2666756262
762	0.266671348
763	0.2666669457
764	0.2666627604
765	0.2666591022
766	0.266655475
767	0.2666523748
768	0.2666483135
769	0.2666459883
770	0.2666415551
771	0.2666376178
772	0.2666357577
773	0.2666327505
774	0.2666282552
775	0.2666237909
776	0.2666198847
777	0.2666158854
778	0.2666110801
779	0.2666065228
780	0.2666028956
781	0.2666005704
782	0.2665967262
783	0.2665954551
784	0.2665917349
785	0.2665878906
786	0.2665839224
787	0.2665817832
788	0.266578218
789	0.2665772879
790	0.2665727617
791	0.2665709635
792	0.2665664062
793	0.2665650732
794	0.2665615079
795	0.2665569196
796	0.2665517113
797	0.2665495102
798	0.2665459449
799	0.2665436818
800	0.2665404266
801	0.2665367063
802	0.2665288008
803	0.2665254836
804	0.2665212674
805	0.2665194692
806	0.2665093006
807	0.2665063864
808	0.2665037822
809	0.266499411
810	0.2664951017
811	0.2664926215
812	0.2664904204
813	0.2664869482
814	0.2664830729
815	0.2664785466
816	0.2664748264
817	0.266468998
818	0.2664648127
819	0.2664604415
820	0.2664560392
821	0.2664544271
822	0.266452691
823	0.2664487847
824	0.2664454365
825	0.2664413132
826	0.266437748
827	0.2664334387
828	0.2664302765
829	0.2664289745
830	0.2664268973
831	0.2664245412
832	0.266422309
833	0.2664197049
834	0.2664171937
835	0.2664143415
836	0.266406963
837	0.2664035528
838	0.2663989025
839	0.2663964224
840	0.2663945313
841	0.266390563
842	0.2663877728
843	0.2663838356
844	0.2663810454
845	0.2663794643
846	0.2663765501
847	0.2663718068
848	0.2663695747
849	0.2663647073
850	0.2663626922
851	0.266359716
852	0.2663560578
853	0.2663487103
854	0.2663449901
855	0.266343874
856	0.2663403398
857	0.2663366505
858	0.2663346664
859	0.2663325893
860	0.2663296751
861	0.2663272879
862	0.2663233817
863	0.2663203745
864	0.2663151042
865	0.2663110119
866	0.2663082527
867	0.2663044085
868	0.2663008743
869	0.2662954179
870	0.2662905196
871	0.2662870474
872	0.2662845052
873	0.2662800719
874	0.2662773748
875	0.2662733135
876	0.2662688802
877	0.266265563
878	0.2662624318
879	0.2662592076
880	0.2662540923
881	0.266250589
882	0.2662484189
883	0.2662444196
884	0.2662412884
885	0.2662396453
886	0.2662376302
887	0.266234902
888	0.2662331039
889	0.2662293217
890	0.2662264695
891	0.2662232143
892	0.2662204551
893	0.2662178199
894	0.2662140997
895	0.2662118366
896	0.2662085193
897	0.2662050471
898	0.2662012959
899	0.2661990637
900	0.2661944134
901	0.2661898872
902	0.2661893911
903	0.2661865079
904	0.2661831597
905	0.2661792225
906	0.2661786024
907	0.2661737971
908	0.2661692708
909	0.2661660466
910	0.2661620784
911	0.2661590092
912	0.26615625
913	0.2661521887
914	0.2661478485
915	0.2661435082
916	0.2661395089
917	0.2661361297
918	0.2661311384
919	0.2661277282
920	0.2661262711
921	0.2661229849
922	0.2661215588
923	0.2661159784
924	0.2661135603
925	0.2661115451
926	0.2661081969
927	0.2661046317
928	0.2661013145
929	0.2660992374
930	0.2660957961
931	0.266093347
932	0.2660898127
933	0.2660880456
934	0.2660816592
935	0.2660803881
936	0.266077381
937	0.2660748388
938	0.2660735987
939	0.2660696925
940	0.2660638331
941	0.2660603919
942	0.2660580667
943	0.2660540365
944	0.2660498512
945	0.2660453559
946	0.2660415427
947	0.2660369544
948	0.2660342262
949	0.2660291729
950	0.2660257006
951	0.2660229105
952	0.266016369
953	0.2660129898
954	0.2660087116
955	0.2660065104
956	0.2660042163
957	0.266000155
958	0.2659968378
959	0.2659942026
960	0.2659901724
961	0.2659871652
962	0.2659831659
963	0.2659790737
964	0.2659742063
965	0.2659700521
966	0.2659676649
967	0.2659636967
968	0.2659623946
969	0.2659593564
970	0.2659582093
971	0.2659553881
972	0.26595266
973	0.2659502728
974	0.2659451575
975	0.2659416853
976	0.2659387401
977	0.2659353299
978	0.2659326637
979	0.2659297495
980	0.2659262773
981	0.2659228981
982	0.2659193638
983	0.2659178447
984	0.2659159846
985	0.2659123884
986	0.2659086682
987	0.2659076451
988	0.2659041729
989	0.2659010107
990	0.2658986855
991	0.2658941592
992	0.265890315
993	0.2658884239
994	0.2658845176
995	0.2658814794
996	0.2658776662
997	0.2658764261
998	0.2658705047
999	0.2658686446
